,name,hp,hp formula,hp special,ac,ac special,cr,str,dex,con,int,wis,cha,str save,dex save,con save,int save,wis save,cha save,walk,fly,swim,burrow,climb,hover,size,alignment,type,source
758,Gloine Nathair-Nathair,127,17d8 + 51,-,15,-,6,10,15,16,12,13,15,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,LLK
759,Mary Greymalkin,45,7d8 + 14,-,12,-,2,10,12,10,14,14,15,-,-,-,-,+4,+4,30,-,-,-,-,-,M,N,humanoid,LLK
760,Monastery of the Distressed Body Grand Master,142,15d10 + 60,-,19,-,9,18,16,18,13,14,16,-,-,-,+5,+6,+7,40,40,-,-,-,-,L,LE,fiend,LLK
761,Monastery of the Distressed Body Monk,9,2d8,-,12,-,1/8,11,12,10,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,LLK
762,Ooze-Folk,19,2d8 + 10,-,10,-,1/2,14,3,20,1,6,1,-,-,-,-,-,-,30,-,-,-,-,-,M,U,ooze,LLK
763,West Wind,60,11d8 + 11,-,16,-,3,11,17,13,11,16,10,-,-,-,-,-,-,40,-,-,-,-,-,M,A,humanoid,LLK
764,Ash Zombie,22,3d8 + 9,-,8,-,1/4,13,6,16,3,6,5,-,-,-,-,+0,-,20,-,-,-,-,-,M,NE,undead,LMoP
765,Evil Mage,22,5d8,-,12,-,1,9,14,11,17,12,11,-,-,-,+5,+3,-,30,-,-,-,-,-,M,LE,humanoid,LMoP
766,Gundren Rockseeker,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,LMoP
767,Mormesk the Wraith,45,6d8 + 18,-,13,-,3,6,16,16,12,14,15,-,-,-,-,-,-,0,60,-,-,-,-,M,NE,undead,LMoP
768,Nezznar the Black Spider,27,6d8,-,11,-,2,9,13,10,16,14,13,-,-,-,+5,+4,-,30,-,-,-,-,-,M,NE,humanoid,LMoP
769,Nundro Rockseeker,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,LMoP
770,Redbrand Ruffian,16,3d8 + 3,-,14,-,1/2,11,14,12,9,9,11,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,LMoP
771,Sildar Hallwinter,27,5d8 + 5,-,16,-,1,13,10,12,10,11,10,+3,-,+3,-,-,-,30,-,-,-,-,-,M,NG,humanoid,LMoP
772,Venomfang,136,16d10 + 48,-,18,-,8,19,12,17,16,13,15,-,+4,+6,-,+4,+5,40,80,40,-,-,-,L,LE,dragon,LMoP
773,Amble,90,12d8 + 36,-,18,-,10,14,10,16,10,18,14,+6,+4,+7,+4,+8,+6,30,-,-,-,-,-,M,LG,humanoid,LR
774,Fhenimore,75,10d8 + 30,-,13,-,5,16,10,16,10,15,14,-,-,-,-,-,-,30,-,30,-,-,-,M,LE,humanoid,LR
775,Gar Shatterkeel,144,17d8 + 68,-,17,-,15,16,16,18,12,20,14,-,-,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,LR
776,Shoalar Quanderil,75,10d8 + 30,-,11,-,4,12,12,16,14,10,18,-,-,-,-,-,-,30,-,30,-,-,-,M,LE,humanoid,LR
777,Whymsee,75,10d8 + 30,-,17,-,5,12,10,16,10,15,14,-,-,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,LR
778,Young Kraken,207,18d12 + 90,-,16,-,14,24,11,20,19,15,17,+12,+5,+10,+9,+7,-,20,-,50,-,-,-,H,CE,monstrosity,LR
779,Achaierai,90,12d10 + 24,-,15,-,5,18,14,14,10,12,14,-,-,-,-,-,-,50,-,-,-,-,-,L,LE,monstrosity,MaBJoV
780,Aribeth de Tylmarande,120,16d8 + 48,-,17,-,10,16,14,16,10,13,16,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,undead,MaBJoV
781,Baalzebul,540,40d12 + 280,-,19,-,26,28,15,25,24,24,26,+17,-,+15,+15,-,+16,20,-,-,20,20,-,H,LE,fiend,MaBJoV
782,Bebilith,189,18d12 + 72,-,17,-,12,16,22,18,11,13,8,-,-,+8,-,+5,-,40,-,-,-,40,-,H,CE,fiend,MaBJoV
783,"Bhaal, Ravager",351,26d12 + 182,-,20,-,24,28,24,24,14,16,14,+16,+14,-,-,-,+9,40,-,-,-,-,-,H,LE,beast,MaBJoV
784,"Bhaal, Slayer",209,22d8 + 110,-,19,-,20,24,22,20,14,16,14,+13,+12,-,-,-,-,40,-,-,-,-,-,M,LE,humanoid,MaBJoV
785,Bodhi Irenicus,144,17d8 + 68,-,17,-,15,18,20,18,16,15,18,-,+10,-,-,+7,+9,30,-,-,-,-,-,M,CE,undead,MaBJoV
786,Borivik Windheim,91,14d8 + 28,-,17,-,10,11,20,14,11,16,11,-,+9,-,-,+7,-,30,-,-,-,-,-,M,NG,humanoid,MaBJoV
787,Cornelius Watson,99,18d8 + 18,-,12,-,12,10,14,12,20,15,16,-,-,-,+9,+6,-,30,-,-,-,-,-,M,NG,humanoid,MaBJoV
788,Cryonax,464,32d12 + 256,-,21,-,22,26,16,26,19,19,23,+15,+10,+15,-,+11,-,40,-,-,-,40,-,H,NE,elemental,MaBJoV
789,Dagryn,39,6d8 + 12,-,19,-,4,12,8,14,14,13,17,-,-,-,-,-,-,20,-,-,-,-,-,M,NE,humanoid,MaBJoV
790,Darien,127,15d10 + 45,-,12,-,9,20,14,16,10,11,18,-,-,-,-,+4,+8,30,-,-,-,-,-,L,CE,giant,MaBJoV
791,Deep Spider,95,10d12 + 30,-,15,-,7,20,14,16,6,12,4,-,-,-,-,-,-,30,-,-,-,30,-,H,U,beast,MaBJoV
792,"Demodand, Farastu",71,11d8 + 22,-,16,-,7,19,13,14,8,12,16,+7,-,+5,-,-,-,40,-,-,-,-,-,M,NE,fiend,MaBJoV
793,"Demodand, Kelubar",97,13d8 + 39,-,17,-,11,20,13,17,14,15,18,+9,-,+7,-,-,+8,30,60,-,-,-,-,M,NE,fiend,MaBJoV
794,"Demodand, Shator",189,18d10 + 90,-,17,-,15,24,13,20,14,16,20,+12,-,+10,-,-,+10,30,60,-,-,-,-,L,NE,fiend,MaBJoV
795,Dread Doppelganger,78,12d8 + 24,-,15,-,5,11,20,14,17,14,15,-,-,-,-,-,-,40,-,-,-,-,-,M,NE,monstrosity,MaBJoV
796,Edwin Odesseiron,117,18d8 + 36,-,15,-,15,10,16,14,20,15,16,-,-,-,+10,+7,-,30,-,-,-,-,-,M,LE,humanoid,MaBJoV
797,Eo Ashmajiir,81,18d8,-,16,-,11,10,16,10,12,14,20,-,-,+4,-,-,+9,30,30,-,-,-,-,M,CN,humanoid,MaBJoV
798,Faldorn,130,20d8 + 40,-,11,-,13,12,12,14,12,20,15,-,-,-,+6,+10,-,30,-,-,-,-,-,M,NE,humanoid,MaBJoV
799,Flimp Shagglecran,77,14d6 + 28,-,21,-,9,14,10,14,18,12,11,-,-,+6,+8,-,-,25,25,60,-,-,-,S,LN,humanoid,MaBJoV
800,Gibberling,7,2d6,-,12,-,1/4,10,15,10,6,8,8,-,-,-,-,-,-,25,-,-,-,-,-,S,CN,aberration,MaBJoV
801,Hamadryad,32,5d8 + 10,-,12,-,2,10,16,14,14,10,15,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,fey,MaBJoV
802,Imoen,78,12d8 + 24,-,16,-,8,11,18,14,14,10,14,-,+7,-,+5,-,-,30,-,-,-,-,-,M,NG,humanoid,MaBJoV
803,Jaheira,112,15d8 + 45,-,11,-,13,14,12,16,12,20,15,-,-,+8,-,+10,-,30,-,-,-,-,-,M,"N, NXNYN",humanoid,MaBJoV
804,Jon Irenicus,135,18d8 + 54,-,17,-,22,19,16,16,22,14,16,-,-,+10,+13,+9,-,30,-,-,-,-,-,M,NE,undead,MaBJoV
805,Kagain,152,16d8 + 80,-,18,-,11,18,13,20,10,11,10,+8,-,+9,-,-,-,30,-,-,-,-,-,M,NE,humanoid,MaBJoV
806,Kivan,66,12d8 + 12,-,16,-,7,16,18,12,11,14,11,-,+7,-,-,+5,-,30,-,-,-,-,-,M,CG,humanoid,MaBJoV
807,Lothar,105,14d8 + 42,-,13,-,9,18,16,16,11,10,10,-,-,-,-,-,-,30,50,-,-,-,-,M,LN,humanoid,MaBJoV
808,Mephistopheles,460,40d10 + 240,-,21,-,27,22,23,22,30,28,26,-,-,-,+18,+17,+16,40,100,-,-,-,-,L,LE,fiend,MaBJoV
809,Minsc and Boo!,136,16d8 + 64,-,13,-,10,20,12,18,10,10,10,+9,-,+8,-,-,-,30,-,-,-,-,-,M,NG,humanoid,MaBJoV
810,Montaron and the Laughing Skull,91,14d6 + 42,-,17,-,11,12,20,16,13,11,10,-,+9,-,+5,-,-,30,-,-,-,-,-,S,NE,humanoid,MaBJoV
811,Naes Inuus,135,18d8 + 54,-,18,-,13,14,14,16,13,20,14,-,-,+8,-,+10,-,30,-,-,-,-,-,M,LG,humanoid,MaBJoV
812,Nauk,127,15d8 + 60,-,18,-,9,20,12,18,10,12,14,+9,+5,+8,-,-,-,30,-,-,-,-,-,M,LE,humanoid,MaBJoV
813,Pazuzu,432,32d10 + 256,-,21,-,25,23,30,27,23,18,27,-,+18,+16,-,-,+16,30,90,-,-,-,-,L,CE,fiend,MaBJoV
814,Pelyious Avhoste,104,16d8 + 32,-,12,-,9,18,14,14,17,11,13,+8,+6,-,-,-,-,30,-,30,-,-,-,M,NE,humanoid,MaBJoV
815,Phaerimm,144,17d10 + 51,-,18,-,15,20,13,16,19,20,23,-,-,-,+9,-,+11,15,30,-,-,-,True,L,NE,aberration,MaBJoV
816,Saemon Havarian,91,14d8 + 28,-,14,-,10,19,18,14,18,11,14,+8,+8,-,-,+4,-,30,-,-,-,-,-,M,CN,humanoid,MaBJoV
817,Sarevok,119,14d8 + 56,-,21,-,15,20,10,18,11,16,14,-,-,+9,-,+8,-,30,-,-,-,-,-,M,NE,humanoid,MaBJoV
818,Sirene,36,8d8,-,14,-,3,12,18,11,12,10,16,-,-,-,-,-,-,30,-,30,-,-,-,M,CN,fey,MaBJoV
819,Skeleton Lord,136,16d8 + 64,-,18,-,9,20,14,18,18,12,12,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,MaBJoV
820,Skeleton Warrior,90,12d8 + 36,-,18,-,5,16,14,16,16,12,12,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,MaBJoV
821,"Ssendam, Lord of Madness",299,26d10 + 156,-,19,-,23,20,24,22,20,18,26,-,+14,+13,-,-,+15,30,-,30,-,-,-,L,CE,aberration,MaBJoV
822,Suldil Baldoriel,88,16d8 + 16,-,12,-,10,10,14,12,12,14,20,-,-,+5,-,-,+9,30,30,-,-,-,-,M,CG,humanoid,MaBJoV
823,Sword Spider,45,6d10 + 12,-,16,-,3,16,16,14,6,12,4,-,-,-,-,-,-,30,-,-,-,30,-,L,U,beast,MaBJoV
824,Tasloi,5,2d6 - 2,-,13,-,1/4,8,16,8,12,9,12,-,-,-,-,-,-,25,-,-,-,25,-,S,CE,humanoid,MaBJoV
825,Tasloi Sniper,15,6d6 - 6,-,14,-,1,8,18,8,12,10,12,-,-,-,-,-,-,25,-,-,-,25,-,S,CE,humanoid,MaBJoV
826,Tiberius Inuus,102,12d8 + 48,-,18,-,9,18,12,18,11,11,16,-,-,+8,-,+4,-,30,-,-,-,-,-,M,LG,humanoid,MaBJoV
827,Valygar,90,12d8 + 36,-,17,-,9,14,18,16,10,11,10,+6,+8,-,-,-,-,30,-,-,-,-,-,M,NG,humanoid,MaBJoV
828,Vellin Farstride,91,14d6 + 42,-,17,-,9,11,20,16,11,14,11,-,+9,-,-,+6,-,25,-,-,-,-,-,S,NG,humanoid,MaBJoV
829,Viconia DeVir,81,18d8,-,21,-,13,25,14,10,14,20,14,-,-,+5,-,+10,-,30,-,-,-,-,-,M,NE,humanoid,MaBJoV
830,Viktor,136,16d8 + 64,-,20,-,9,18,12,18,11,11,16,-,-,+8,-,+4,-,30,-,-,-,-,-,M,LN,humanoid,MaBJoV
831,Wolfwere,55,10d8 + 10,-,12,-,4,18,14,12,10,8,15,-,-,-,-,-,-,-,-,-,-,-,-,M,CE,humanoid,MaBJoV
832,Wolfwere Alpha,104,16d8 + 32,-,12,-,6,20,14,14,10,8,16,-,-,-,-,-,-,-,-,-,-,-,-,M,CE,humanoid,MaBJoV
833,Xan Moonblade,54,12d8,-,13,-,8,10,16,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,LN,humanoid,MaBJoV
834,Xzar the Chaos Clone,88,16d8 + 16,-,15,-,11,12,16,12,20,10,12,-,-,-,+9,+4,-,30,-,-,-,-,-,M,CE,humanoid,MaBJoV
835,Asteroid Spider,348,24d20 + 96,-,17,-,15,26,10,18,17,13,12,-,-,+9,-,+6,-,60,60,-,-,-,True,G,NE,monstrosity,MCV1SC
836,Clockwork Horror,60,8d6 + 32,-,18,-,2,14,14,18,13,14,10,+4,-,-,-,+4,-,30,-,-,-,30,-,S,LE,construct,MCV1SC
837,Eldritch Lich,165,22d8 + 66,-,17,-,15,11,18,16,19,14,12,-,-,-,+9,+7,-,30,30,-,-,-,True,M,NE,undead,MCV1SC
838,Fractine,110,13d10 + 39,-,14,-,9,1,13,16,18,18,11,-,-,-,-,-,-,0,60,-,-,-,True,L,N,construct,MCV1SC
839,Gadabout,11,2d8 + 2,-,11,-,1/8,12,10,14,1,6,1,-,-,-,-,-,-,10,60,-,-,-,True,M,U,plant,MCV1SC
840,Goon Balloon,6,1d8 + 2,-,10,-,1/8,10,11,14,11,14,4,-,-,+4,-,+4,-,20,-,-,-,20,-,M,CE,aberration,MCV1SC
841,Nightmare Beast,232,15d20 + 75,-,17,-,16,26,10,21,9,12,15,-,-,-,-,-,-,30,-,-,-,30,-,G,CE,monstrosity,MCV1SC
842,Puppeteer Parasite,71,11d4 + 44,-,15,-,3,2,15,18,16,10,3,-,+4,+6,-,+2,-,10,30,-,-,-,True,T,NE,aberration,MCV1SC
843,Star Lancer,60,8d10 + 16,-,15,-,2,18,15,15,10,13,8,-,+4,+4,-,-,-,0,50,-,-,-,-,L,N,celestial,MCV1SC
844,Yggdrasti,112,9d20 + 18,-,15,-,7,20,10,15,3,10,3,-,-,-,-,-,-,30,60,-,-,-,True,G,U,plant,MCV1SC
845,Assassin Bug,55,10d8 + 10,-,14,-,3,13,14,13,4,12,6,-,-,-,-,-,-,10,50,-,-,-,-,M,N,monstrosity,MFF
846,Blindheim,26,4d8 + 8,-,14,-,2,13,16,15,8,10,9,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,humanoid,MFF
847,Crab Folk,68,8d10 + 24,-,16,-,3,19,10,17,7,9,9,-,-,-,-,-,-,40,-,40,-,-,-,L,N,giant,MFF
848,Dire Corby,16,3d8 + 3,-,13,-,1/2,13,14,13,6,8,7,-,-,-,-,-,-,40,-,-,-,40,-,M,NE,humanoid,MFF
849,Eye of Fear and Flame,136,16d8 + 64,-,15,-,9,16,14,18,18,17,18,+7,-,+8,-,+7,+8,30,-,-,-,-,-,M,CE,undead,MFF
850,Fog Giant,200,16d12 + 96,-,16,-,11,27,10,22,12,16,16,-,-,+10,-,+7,+7,40,-,-,-,-,-,H,NE,giant,MFF
851,Forlarren,45,6d8 + 18,-,16,-,3,14,16,17,12,11,18,-,-,-,-,-,-,40,-,-,-,-,-,M,CN,fey,MFF
852,Jermlaine,3,1d4 + 1,-,11,-,1/8,4,12,13,10,11,7,-,-,-,-,-,-,30,-,-,-,-,-,T,NE,humanoid,MFF
853,Khargra,11,2d6 + 4,-,20,-,1/8,13,10,14,5,11,6,-,-,-,-,-,-,5,30,-,-,-,-,S,N,elemental,MFF
854,Killmoulis,7,2d4 + 2,-,14,-,0,4,19,13,12,14,13,-,-,-,-,-,-,30,-,-,-,30,-,T,N,fey,MFF
855,Mite,7,2d6,-,12,-,1/4,7,14,11,10,8,13,-,-,-,-,-,-,30,-,-,10,30,-,S,LE,fey,MFF
856,Needle Lord,45,6d10 + 12,-,15,-,3,18,11,14,11,15,12,-,-,-,-,-,-,40,-,-,-,-,-,L,CE,plant,MFF
857,Needle Spawn,16,3d8 + 3,-,13,-,1/2,13,17,12,6,13,6,-,-,-,-,-,-,30,-,-,-,20,-,M,CE,plant,MFF
858,Norker,16,3d8 + 3,-,17,-,1/2,13,10,13,8,8,7,-,-,-,-,-,-,30,-,-,-,-,-,S,CE,humanoid,MFF
859,Norker War Leader,39,6d8 + 12,-,17,-,3,16,10,15,12,11,13,-,-,-,-,-,-,30,-,-,-,-,-,S,CE,humanoid,MFF
860,Screaming Devilkin,18,4d6 + 4,-,17,-,1,4,16,13,5,8,11,-,-,-,-,-,-,0,40,-,-,-,-,S,LE,fey,MFF
861,Xill,33,6d8 + 6,-,16,-,3,14,18,13,11,14,9,-,-,-,-,-,-,40,-,-,-,-,-,M,LE,monstrosity,MFF
862,"Ygorl, Lord of Entropy",325,26d10 + 182,-,20,-,23,24,18,24,20,16,26,+14,-,+14,-,-,+15,40,-,40,-,40,-,L,CN,aberration,MFF
863,Dankwood Duergar,26,4d8 + 8,-,18,-,2,16,11,14,11,10,9,-,-,-,-,-,-,25,-,-,-,-,-,M,lawful grumpy,humanoid,MGELFT
864,Dankwood Grung,27,5d6 + 10,-,13,-,1,7,16,15,10,11,15,-,+5,-,-,-,-,25,-,-,-,25,-,S,lawful grumpy,humanoid,MGELFT
865,King Robbit the Slimy,27,5d6 + 10,-,13,-,2,7,16,15,10,11,15,-,+5,-,-,-,-,25,-,-,-,25,-,S,lawful grumpy,humanoid,MGELFT
866,Sludge Hag,82,11d8 + 33,-,17,-,3,18,12,16,13,14,14,-,-,-,-,-,-,30,-,-,-,-,-,M,neutral oozy,fey,MGELFT
867,Spiderfrog,13,2d8 + 4,-,13,-,1/4,10,16,14,3,12,4,-,-,-,-,-,-,30,-,-,-,30,-,S,chaotic sticky,beast,MGELFT
868,Yeti Tyke,9,2d6 + 2,-,11,-,1/8,10,11,12,6,8,5,-,-,-,-,-,-,20,-,-,-,20,-,S,chaotic silly,monstrosity,MGELFT
869,Aarakocra,13,3d8,-,12,-,1/4,10,14,10,11,12,11,-,-,-,-,-,-,20,50,-,-,-,-,M,NG,humanoid,MM
870,Aboleth,135,18d10 + 36,-,17,-,10,21,9,15,18,15,18,-,-,+6,+8,+6,-,10,-,40,-,-,-,L,LE,aberration,MM
871,Abominable Yeti,137,11d12 + 66,-,15,-,9,24,10,22,9,13,9,-,-,-,-,-,-,40,-,-,-,40,-,H,CE,monstrosity,MM
872,Acolyte,9,2d8,-,10,-,1/4,10,10,10,10,14,11,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,MM
873,Adult Black Dragon,195,17d12 + 85,-,19,-,14,23,14,21,14,13,17,-,+7,+10,-,+6,+8,40,80,40,-,-,-,H,CE,dragon,MM
874,Adult Blue Dracolich,225,18d12 + 108,-,19,-,17,25,10,23,16,15,19,-,+6,+12,-,+8,+10,40,80,-,30,-,-,H,LE,undead,MM
875,Adult Blue Dragon,225,18d12 + 108,-,19,-,16,25,10,23,16,15,19,-,+5,+11,-,+7,+9,40,80,-,30,-,-,H,LE,dragon,MM
876,Adult Brass Dragon,172,15d12 + 75,-,18,-,13,23,10,21,14,13,17,-,+5,+10,-,+6,+8,40,80,-,40,-,-,H,CG,dragon,MM
877,Adult Bronze Dragon,212,17d12 + 102,-,19,-,15,25,10,23,16,15,19,-,+5,+11,-,+7,+9,40,80,40,-,-,-,H,LG,dragon,MM
878,Adult Copper Dragon,184,16d12 + 80,-,18,-,14,23,12,21,18,15,17,-,+6,+10,-,+7,+8,40,80,-,-,40,-,H,CG,dragon,MM
879,Adult Gold Dragon,256,19d12 + 133,-,19,-,17,27,14,25,16,15,24,-,+8,+13,-,+8,+13,40,80,40,-,-,-,H,LG,dragon,MM
880,Adult Green Dragon,207,18d12 + 90,-,19,-,15,23,12,21,18,15,17,-,+6,+10,-,+7,+8,40,80,40,-,-,-,H,LE,dragon,MM
881,Adult Red Dragon,256,19d12 + 133,-,19,-,17,27,10,25,16,13,21,-,+6,+13,-,+7,+11,40,80,-,-,40,-,H,CE,dragon,MM
882,Adult Silver Dragon,243,18d12 + 126,-,19,-,16,27,10,25,16,13,21,-,+5,+12,-,+6,+10,40,80,-,-,-,-,H,LG,dragon,MM
883,Adult White Dragon,200,16d12 + 96,-,18,-,13,22,10,22,8,12,12,-,+5,+11,-,+6,+6,40,80,40,30,-,-,H,CE,dragon,MM
884,Air Elemental,90,12d10 + 24,-,15,-,5,14,20,14,6,10,6,-,-,-,-,-,-,-,90,-,-,-,True,L,N,elemental,MM
885,Allosaurus,51,6d10 + 18,-,13,-,2,19,13,17,2,12,5,-,-,-,-,-,-,60,-,-,-,-,-,L,U,beast,MM
886,Ancient Black Dragon,367,21d20 + 147,-,22,-,21,27,14,25,16,15,19,-,+9,+14,-,+9,+11,40,80,40,-,-,-,G,CE,dragon,MM
887,Ancient Blue Dragon,481,26d20 + 208,-,22,-,23,29,10,27,18,17,21,-,+7,+15,-,+10,+12,40,80,-,40,-,-,G,LE,dragon,MM
888,Ancient Brass Dragon,297,17d20 + 119,-,20,-,20,27,10,25,16,15,19,-,+6,+13,-,+8,+10,40,80,-,40,-,-,G,CG,dragon,MM
889,Ancient Bronze Dragon,444,24d20 + 192,-,22,-,22,29,10,27,18,17,21,-,+7,+15,-,+10,+12,40,80,40,-,-,-,G,LG,dragon,MM
890,Ancient Copper Dragon,350,20d20 + 140,-,21,-,21,27,12,25,20,17,19,-,+8,+14,-,+10,+11,40,80,-,-,40,-,G,CG,dragon,MM
891,Ancient Gold Dragon,546,28d20 + 252,-,22,-,24,30,14,29,18,17,28,-,+9,+16,-,+10,+16,40,80,40,-,-,-,G,LG,dragon,MM
892,Ancient Green Dragon,385,22d20 + 154,-,21,-,22,27,12,25,20,17,19,-,+8,+14,-,+10,+11,40,80,40,-,-,-,G,LE,dragon,MM
893,Ancient Red Dragon,546,28d20 + 252,-,22,-,24,30,10,29,18,15,23,-,+7,+16,-,+9,+13,40,80,-,-,40,-,G,CE,dragon,MM
894,Ancient Silver Dragon,487,25d20 + 225,-,22,-,23,30,10,29,18,15,23,-,+7,+16,-,+9,+13,40,80,-,-,-,-,G,LG,dragon,MM
895,Ancient White Dragon,333,18d20 + 144,-,20,-,20,26,10,26,10,13,14,-,+6,+14,-,+7,+8,40,80,40,40,-,-,G,CE,dragon,MM
896,Androsphinx,199,19d10 + 95,-,17,-,17,22,10,20,16,18,23,-,+6,+11,+9,+10,-,40,60,-,-,-,-,L,LN,monstrosity,MM
897,Animated Armor,33,6d8 + 6,-,18,-,1,14,11,13,1,3,1,-,-,-,-,-,-,25,-,-,-,-,-,M,U,construct,MM
898,Ankheg,39,6d10 + 6,-,14,-,2,17,11,13,1,13,6,-,-,-,-,-,-,30,-,-,10,-,-,L,U,monstrosity,MM
899,Ankylosaurus,68,8d12 + 16,-,15,-,3,19,11,15,2,12,5,-,-,-,-,-,-,30,-,-,-,-,-,H,U,beast,MM
900,Ape,19,3d8 + 6,-,12,-,1/2,16,14,14,6,12,7,-,-,-,-,-,-,30,-,-,-,30,-,M,U,beast,MM
901,Arcanaloth,104,16d8 + 32,-,17,-,12,17,12,14,20,16,17,-,+5,-,+9,+7,+7,30,30,-,-,-,-,M,NE,fiend,MM
902,Archmage,99,18d8 + 18,-,12,-,12,10,14,12,20,15,16,-,-,-,+9,+6,-,30,-,-,-,-,-,M,A,humanoid,MM
903,Assassin,78,12d8 + 24,-,15,-,8,11,16,14,13,11,10,-,+6,-,+4,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,MM
904,Awakened Shrub,10,3d6,-,9,-,0,3,8,11,10,10,6,-,-,-,-,-,-,20,-,-,-,-,-,S,U,plant,MM
905,Awakened Tree,59,7d12 + 14,-,13,-,2,19,6,15,10,10,7,-,-,-,-,-,-,20,-,-,-,-,-,H,U,plant,MM
906,Axe Beak,19,3d10 + 3,-,11,-,1/4,14,12,12,2,10,5,-,-,-,-,-,-,50,-,-,-,-,-,L,U,beast,MM
907,Azer,39,6d8 + 12,-,17,-,2,17,12,15,12,13,10,-,-,+4,-,-,-,30,-,-,-,-,-,M,LN,elemental,MM
908,Baboon,3,1d6,-,12,-,0,8,14,11,4,12,6,-,-,-,-,-,-,30,-,-,-,30,-,S,U,beast,MM
909,Badger,3,1d4 + 1,-,10,-,0,4,11,12,2,12,5,-,-,-,-,-,-,20,-,-,5,-,-,T,U,beast,MM
910,Balor,262,21d12 + 126,-,19,-,19,26,15,22,20,16,22,+14,-,+12,-,+9,+12,40,80,-,-,-,-,H,CE,fiend,MM
911,Bandit,11,2d8 + 2,-,12,-,1/8,11,12,12,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,NXCGNYE,humanoid,MM
912,Bandit Captain,65,10d8 + 20,-,15,-,2,15,16,14,14,11,14,+4,+5,-,-,+2,-,30,-,-,-,-,-,M,NXCGNYE,humanoid,MM
913,Banshee,58,13d8,-,12,-,4,1,14,10,12,11,17,-,-,-,-,+2,+5,0,40,-,-,-,True,M,CE,undead,MM
914,Barbed Devil,110,13d8 + 52,-,15,-,5,16,17,18,12,14,14,+6,-,+7,-,+5,+5,30,-,-,-,-,-,M,LE,fiend,MM
915,Barlgura,68,8d10 + 24,-,15,-,5,18,15,16,7,14,9,-,+5,+6,-,-,-,40,-,-,-,40,-,L,CE,fiend,MM
916,Basilisk,52,8d8 + 16,-,15,-,3,16,8,15,2,8,7,-,-,-,-,-,-,20,-,-,-,-,-,M,U,monstrosity,MM
917,Bat,1,1d4 - 1,-,12,-,0,2,15,8,2,12,4,-,-,-,-,-,-,5,30,-,-,-,-,T,U,beast,MM
918,Bearded Devil,52,8d8 + 16,-,13,-,3,16,15,15,9,11,11,+5,-,+4,-,+2,-,30,-,-,-,-,-,M,LE,fiend,MM
919,Behir,168,16d12 + 64,-,17,-,11,23,16,18,7,14,12,-,-,-,-,-,-,50,-,-,-,40,-,H,NE,monstrosity,MM
920,Beholder,180,19d10 + 76,-,18,-,-,10,14,18,17,15,17,-,-,-,+8,+7,+8,0,20,-,-,-,True,L,LE,aberration,MM
921,Beholder Zombie,93,11d10 + 33,-,15,-,5,10,8,16,3,8,5,-,-,-,-,+2,-,0,20,-,-,-,True,L,NE,undead,MM
922,Berserker,67,9d8 + 27,-,13,-,2,16,12,17,9,11,9,-,-,-,-,-,-,30,-,-,-,-,-,M,CGNYE,humanoid,MM
923,Black Bear,19,3d8 + 6,-,11,-,1/2,15,10,14,2,12,7,-,-,-,-,-,-,40,-,-,-,30,-,M,U,beast,MM
924,Black Dragon Wyrmling,33,6d8 + 6,-,17,-,2,15,14,13,10,11,13,-,+4,+3,-,+2,+3,30,60,30,-,-,-,M,CE,dragon,MM
925,Black Pudding,85,10d10 + 30,-,7,-,4,16,5,16,1,6,1,-,-,-,-,-,-,20,-,-,-,20,-,L,U,ooze,MM
926,Blink Dog,22,4d8 + 4,-,13,-,1/4,12,17,12,10,13,11,-,-,-,-,-,-,40,-,-,-,-,-,M,LG,fey,MM
927,Blood Hawk,7,2d6,-,12,-,1/8,6,14,10,3,14,5,-,-,-,-,-,-,10,60,-,-,-,-,S,U,beast,MM
928,Blue Dragon Wyrmling,52,8d8 + 16,-,17,-,3,17,10,15,12,11,15,-,+2,+4,-,+2,+4,30,60,-,15,-,-,M,LE,dragon,MM
929,Blue Slaad,123,13d10 + 52,-,15,-,7,20,15,18,7,7,9,-,-,-,-,-,-,30,-,-,-,-,-,L,CN,aberration,MM
930,Boar,11,2d8 + 2,-,11,-,1/4,13,11,12,2,9,5,-,-,-,-,-,-,40,-,-,-,-,-,M,U,beast,MM
